order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-03192,2022-12-04,2022,Q4,12,December,Europe,France,Office Supplies,Binders,Corporate,2,3.46,6.92,3.5,3.42,49.42
ORD-07417,2022-12-04,2022,Q4,12,December,North America,United States,Electronics,Laptops,Home Office,10,397.49,3974.9,2392.3,1582.6,39.81
ORD-00065,2022-12-04,2022,Q4,12,December,North America,Canada,Electronics,Phones,Home Office,1,902.47,902.47,535.74,366.73,40.64
ORD-00210,2022-12-04,2022,Q4,12,December,North America,Canada,Clothing,Shoes,Home Office,2,51.61,103.22,49.64,53.58,51.91
ORD-00178,2022-12-04,2022,Q4,12,December,Europe,Germany,Electronics,Tablets,Home Office,9,633.5,5701.5,3513.24,2188.26,38.38
ORD-02309,2022-12-04,2022,Q4,12,December,Asia Pacific,South Korea,Furniture,Desks,Corporate,14,427.45,5984.3,3480.82,2503.48,41.83
ORD-01863,2022-12-04,2022,Q4,12,December,Europe,France,Electronics,Phones,Consumer,13,966.37,12562.81,8341.19,4221.62,33.6
ORD-05207,2022-12-04,2022,Q4,12,December,North America,Canada,Office Supplies,Envelopes,Home Office,5,55.08,275.4,100.2,175.2,63.62
ORD-01345,2022-12-04,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Paper,Home Office,11,34.31,377.41,149.27,228.14,60.45
ORD-05907,2022-12-04,2022,Q4,12,December,Europe,Germany,Office Supplies,Pens,Home Office,10,16.17,161.7,82.6,79.1,48.92
ORD-03292,2022-12-04,2022,Q4,12,December,North America,Canada,Furniture,Chairs,Home Office,13,733.3,9532.9,5407.09,4125.81,43.28
ORD-06650,2022-12-05,2022,Q4,12,December,North America,Mexico,Electronics,Tablets,Home Office,8,1308.9,10471.2,6179.68,4291.52,40.98
ORD-08827,2022-12-05,2022,Q4,12,December,Latin America,Colombia,Office Supplies,Labels,Home Office,4,41.05,164.2,84.84,79.36,48.33
ORD-00457,2022-12-05,2022,Q4,12,December,Europe,Italy,Furniture,Chairs,Consumer,1,520.48,520.48,284.34,236.14,45.37
ORD-01068,2022-12-05,2022,Q4,12,December,Europe,France,Furniture,Chairs,Consumer,7,519.65,3637.55,1882.72,1754.83,48.24
ORD-03468,2022-12-05,2022,Q4,12,December,Latin America,Colombia,Office Supplies,Labels,Home Office,5,64.43,322.15,129.5,192.65,59.8
ORD-03143,2022-12-05,2022,Q4,12,December,North America,Mexico,Electronics,Phones,Consumer,13,816.79,10618.27,7022.08,3596.19,33.87
ORD-08171,2022-12-05,2022,Q4,12,December,North America,United States,Office Supplies,Binders,Corporate,8,51.24,409.92,195.92,214.0,52.21
ORD-08060,2022-12-05,2022,Q4,12,December,Europe,France,Office Supplies,Envelopes,Corporate,2,4.66,9.32,3.74,5.58,59.87
ORD-03633,2022-12-05,2022,Q4,12,December,North America,United States,Furniture,Chairs,Consumer,9,595.9,5363.1,3228.03,2135.07,39.81
ORD-07119,2022-12-06,2022,Q4,12,December,Europe,United Kingdom,Clothing,Jackets,Home Office,1,55.13,55.13,26.09,29.04,52.68
ORD-03700,2022-12-06,2022,Q4,12,December,Asia Pacific,India,Electronics,Monitors,Home Office,12,163.7,1964.4,1089.0,875.4,44.56
ORD-06953,2022-12-06,2022,Q4,12,December,Latin America,Argentina,Electronics,Phones,Corporate,6,1131.11,6786.66,4556.16,2230.5,32.87
ORD-03579,2022-12-06,2022,Q4,12,December,North America,United States,Office Supplies,Pens,Consumer,6,65.53,393.18,213.42,179.76,45.72
ORD-04948,2022-12-06,2022,Q4,12,December,Asia Pacific,India,Electronics,Phones,Consumer,2,650.28,1300.56,718.36,582.2,44.77
ORD-04628,2022-12-06,2022,Q4,12,December,North America,United States,Clothing,Jackets,Consumer,9,123.95,1115.55,655.2,460.35,41.27
ORD-01135,2022-12-06,2022,Q4,12,December,North America,Mexico,Furniture,Desks,Consumer,7,332.95,2330.65,1392.65,938.0,40.25
ORD-04737,2022-12-06,2022,Q4,12,December,Europe,Germany,Furniture,Desks,Corporate,11,517.77,5695.47,3397.9,2297.57,40.34
ORD-02600,2022-12-07,2022,Q4,12,December,Europe,Germany,Furniture,Storage,Consumer,11,733.45,8067.95,4469.19,3598.76,44.61
ORD-08680,2022-12-07,2022,Q4,12,December,North America,Canada,Electronics,Monitors,Consumer,9,197.44,1776.96,992.07,784.89,44.17
ORD-08840,2022-12-07,2022,Q4,12,December,Asia Pacific,South Korea,Furniture,Bookcases,Home Office,11,507.55,5583.05,2988.04,2595.01,46.48
ORD-09047,2022-12-07,2022,Q4,12,December,Asia Pacific,Japan,Furniture,Bookcases,Consumer,7,438.95,3072.65,1627.71,1444.94,47.03
ORD-00355,2022-12-07,2022,Q4,12,December,Europe,Italy,Clothing,Shoes,Consumer,9,175.09,1575.81,841.23,734.58,46.62
ORD-01754,2022-12-07,2022,Q4,12,December,Europe,United Kingdom,Furniture,Tables,Corporate,1,478.27,478.27,296.53,181.74,38.0
ORD-04311,2022-12-07,2022,Q4,12,December,Latin America,Chile,Clothing,Pants,Consumer,8,172.25,1378.0,677.28,700.72,50.85
ORD-06366,2022-12-07,2022,Q4,12,December,North America,Mexico,Furniture,Tables,Consumer,3,793.29,2379.87,1400.07,979.8,41.17
ORD-02464,2022-12-07,2022,Q4,12,December,North America,United States,Furniture,Tables,Corporate,7,48.84,341.88,203.28,138.6,40.54
ORD-08031,2022-12-08,2022,Q4,12,December,Latin America,Argentina,Furniture,Tables,Corporate,10,649.57,6495.7,4007.9,2487.8,38.3
ORD-08115,2022-12-08,2022,Q4,12,December,Europe,Germany,Office Supplies,Paper,Consumer,7,53.66,375.62,185.5,190.12,50.61
ORD-08803,2022-12-08,2022,Q4,12,December,North America,Canada,Office Supplies,Labels,Corporate,6,8.6,51.6,22.86,28.74,55.7
ORD-01711,2022-12-08,2022,Q4,12,December,Asia Pacific,India,Furniture,Desks,Consumer,11,640.33,7043.63,4386.25,2657.38,37.73
ORD-01006,2022-12-08,2022,Q4,12,December,Asia Pacific,India,Electronics,Laptops,Home Office,7,1017.66,7123.62,4876.62,2247.0,31.54
ORD-03068,2022-12-08,2022,Q4,12,December,North America,Canada,Office Supplies,Labels,Corporate,12,2.07,24.84,12.0,12.84,51.69
ORD-08630,2022-12-08,2022,Q4,12,December,Asia Pacific,Japan,Electronics,Laptops,Corporate,2,133.3,266.6,177.22,89.38,33.53
ORD-01764,2022-12-08,2022,Q4,12,December,Europe,Italy,Clothing,Pants,Home Office,3,61.98,185.94,78.51,107.43,57.78
ORD-09846,2022-12-08,2022,Q4,12,December,North America,Mexico,Furniture,Desks,Home Office,14,420.54,5887.56,3534.02,2353.54,39.97
ORD-03907,2022-12-08,2022,Q4,12,December,Latin America,Brazil,Electronics,Tablets,Consumer,2,1068.25,2136.5,1397.54,738.96,34.59
ORD-00900,2022-12-08,2022,Q4,12,December,Europe,Italy,Electronics,Monitors,Home Office,14,792.39,11093.46,7758.94,3334.52,30.06
ORD-05385,2022-12-09,2022,Q4,12,December,Asia Pacific,Australia,Office Supplies,Binders,Home Office,2,27.7,55.4,19.44,35.96,64.91
ORD-05405,2022-12-09,2022,Q4,12,December,North America,Mexico,Clothing,Shoes,Corporate,4,32.09,128.36,54.44,73.92,57.59
ORD-02416,2022-12-09,2022,Q4,12,December,Asia Pacific,China,Furniture,Desks,Consumer,14,134.65,1885.1,1009.96,875.14,46.42
ORD-01596,2022-12-09,2022,Q4,12,December,North America,Mexico,Furniture,Storage,Consumer,11,156.64,1723.04,1058.31,664.73,38.58
ORD-09544,2022-12-09,2022,Q4,12,December,North America,Mexico,Office Supplies,Paper,Consumer,3,59.13,177.39,74.4,102.99,58.06
ORD-09525,2022-12-09,2022,Q4,12,December,Europe,France,Furniture,Tables,Consumer,4,713.88,2855.52,1474.96,1380.56,48.35
ORD-09516,2022-12-09,2022,Q4,12,December,Asia Pacific,India,Electronics,Laptops,Consumer,13,1359.29,17670.77,12021.49,5649.28,31.97
ORD-04746,2022-12-09,2022,Q4,12,December,Asia Pacific,India,Furniture,Tables,Consumer,14,73.95,1035.3,605.92,429.38,41.47
ORD-02596,2022-12-09,2022,Q4,12,December,Europe,France,Electronics,Phones,Consumer,5,1382.04,6910.2,4249.75,2660.45,38.5
ORD-08810,2022-12-09,2022,Q4,12,December,North America,Mexico,Electronics,Phones,Corporate,10,1320.16,13201.6,8204.2,4997.4,37.85
ORD-06451,2022-12-10,2022,Q4,12,December,Asia Pacific,South Korea,Electronics,Tablets,Home Office,3,908.44,2725.32,1645.23,1080.09,39.63
ORD-05163,2022-12-10,2022,Q4,12,December,North America,United States,Office Supplies,Pens,Corporate,4,79.92,319.68,163.6,156.08,48.82
ORD-00011,2022-12-10,2022,Q4,12,December,North America,United States,Furniture,Chairs,Consumer,9,783.54,7051.86,3783.6,3268.26,46.35
ORD-06918,2022-12-10,2022,Q4,12,December,Asia Pacific,South Korea,Office Supplies,Labels,Home Office,12,20.84,250.08,115.8,134.28,53.69
ORD-08580,2022-12-10,2022,Q4,12,December,North America,Canada,Office Supplies,Binders,Corporate,10,44.22,442.2,161.4,280.8,63.5
ORD-09034,2022-12-10,2022,Q4,12,December,North America,Mexico,Clothing,Jackets,Home Office,14,295.29,4134.06,1782.06,2352.0,56.89
ORD-02200,2022-12-10,2022,Q4,12,December,Latin America,Brazil,Furniture,Bookcases,Corporate,3,436.58,1309.74,788.91,520.83,39.77
ORD-05693,2022-12-10,2022,Q4,12,December,Latin America,Colombia,Furniture,Bookcases,Consumer,8,79.8,638.4,372.24,266.16,41.69
ORD-04762,2022-12-10,2022,Q4,12,December,North America,United States,Furniture,Desks,Consumer,14,87.25,1221.5,756.84,464.66,38.04
ORD-08028,2022-12-10,2022,Q4,12,December,North America,United States,Furniture,Chairs,Consumer,13,369.75,4806.75,2592.72,2214.03,46.06
ORD-06758,2022-12-11,2022,Q4,12,December,Asia Pacific,China,Office Supplies,Labels,Corporate,3,45.89,137.67,65.88,71.79,52.15
ORD-08222,2022-12-11,2022,Q4,12,December,Europe,Germany,Clothing,Pants,Corporate,1,167.96,167.96,83.66,84.3,50.19
ORD-08075,2022-12-11,2022,Q4,12,December,Asia Pacific,India,Furniture,Bookcases,Home Office,3,40.43,121.29,70.2,51.09,42.12
ORD-01543,2022-12-11,2022,Q4,12,December,North America,Canada,Electronics,Accessories,Corporate,12,512.31,6147.72,3995.52,2152.2,35.01
ORD-01819,2022-12-11,2022,Q4,12,December,North America,United States,Electronics,Phones,Home Office,1,1166.72,1166.72,701.89,464.83,39.84
ORD-04005,2022-12-11,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Paper,Consumer,8,24.44,195.52,78.96,116.56,59.62
ORD-08082,2022-12-11,2022,Q4,12,December,Europe,United Kingdom,Clothing,Pants,Consumer,3,285.54,856.62,475.92,380.7,44.44
ORD-04780,2022-12-11,2022,Q4,12,December,Europe,Italy,Electronics,Laptops,Consumer,7,465.13,3255.91,2084.18,1171.73,35.99
ORD-04770,2022-12-11,2022,Q4,12,December,Europe,France,Furniture,Tables,Corporate,3,302.56,907.68,467.85,439.83,48.46
ORD-03802,2022-12-11,2022,Q4,12,December,Asia Pacific,Australia,Furniture,Desks,Home Office,8,621.07,4968.56,2617.28,2351.28,47.32
ORD-00640,2022-12-12,2022,Q4,12,December,Europe,France,Clothing,Shoes,Consumer,9,108.46,976.14,427.14,549.0,56.24
ORD-00836,2022-12-12,2022,Q4,12,December,North America,Mexico,Furniture,Tables,Corporate,9,431.85,3886.65,2065.5,1821.15,46.86
ORD-00185,2022-12-12,2022,Q4,12,December,North America,Canada,Furniture,Tables,Consumer,12,276.57,3318.84,1986.96,1331.88,40.13
ORD-07502,2022-12-12,2022,Q4,12,December,Asia Pacific,Japan,Electronics,Laptops,Corporate,4,1187.65,4750.6,3176.08,1574.52,33.14
ORD-09019,2022-12-13,2022,Q4,12,December,North America,Mexico,Clothing,Pants,Corporate,5,290.57,1452.85,665.7,787.15,54.18
ORD-08821,2022-12-13,2022,Q4,12,December,Europe,France,Electronics,Laptops,Consumer,14,350.89,4912.46,3434.2,1478.26,30.09
ORD-00879,2022-12-13,2022,Q4,12,December,North America,Canada,Furniture,Chairs,Consumer,5,666.97,3334.85,1876.5,1458.35,43.73
ORD-02439,2022-12-13,2022,Q4,12,December,Europe,France,Office Supplies,Envelopes,Corporate,11,54.48,599.28,309.98,289.3,48.27
ORD-04738,2022-12-13,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Labels,Home Office,11,8.05,88.55,36.63,51.92,58.63
ORD-04618,2022-12-14,2022,Q4,12,December,Europe,United Kingdom,Electronics,Phones,Consumer,5,668.77,3343.85,2079.4,1264.45,37.81
ORD-08968,2022-12-14,2022,Q4,12,December,Asia Pacific,South Korea,Office Supplies,Labels,Consumer,11,27.88,306.68,163.68,143.0,46.63
ORD-09329,2022-12-14,2022,Q4,12,December,Latin America,Colombia,Electronics,Phones,Corporate,2,125.44,250.88,151.96,98.92,39.43
ORD-03516,2022-12-14,2022,Q4,12,December,North America,Mexico,Electronics,Tablets,Consumer,7,1176.12,8232.84,4789.4,3443.44,41.83
ORD-08878,2022-12-14,2022,Q4,12,December,North America,Canada,Office Supplies,Binders,Corporate,11,18.27,200.97,78.87,122.1,60.76
ORD-00478,2022-12-14,2022,Q4,12,December,North America,United States,Furniture,Chairs,Consumer,4,405.25,1621.0,1001.48,619.52,38.22
ORD-06694,2022-12-14,2022,Q4,12,December,Europe,United Kingdom,Clothing,Shoes,Corporate,12,89.27,1071.24,533.88,537.36,50.16
ORD-08881,2022-12-14,2022,Q4,12,December,North America,United States,Electronics,Monitors,Corporate,2,1215.14,2430.28,1638.2,792.08,32.59
ORD-04507,2022-12-14,2022,Q4,12,December,Asia Pacific,South Korea,Clothing,Jackets,Corporate,5,93.44,467.2,241.9,225.3,48.22
ORD-01734,2022-12-14,2022,Q4,12,December,Europe,United Kingdom,Furniture,Storage,Corporate,4,672.22,2688.88,1588.2,1100.68,40.93
ORD-02432,2022-12-14,2022,Q4,12,December,North America,Canada,Office Supplies,Paper,Home Office,11,55.17,606.87,290.51,316.36,52.13
ORD-03835,2022-12-15,2022,Q4,12,December,Europe,United Kingdom,Electronics,Accessories,Home Office,5,1195.84,5979.2,3533.8,2445.4,40.9
ORD-01321,2022-12-15,2022,Q4,12,December,North America,Mexico,Furniture,Bookcases,Consumer,3,407.81,1223.43,633.15,590.28,48.25
ORD-02983,2022-12-15,2022,Q4,12,December,Europe,Spain,Office Supplies,Paper,Home Office,12,20.56,246.72,90.84,155.88,63.18
ORD-08396,2022-12-15,2022,Q4,12,December,Europe,Italy,Electronics,Phones,Corporate,7,1204.85,8433.95,5740.28,2693.67,31.94
ORD-07429,2022-12-15,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Paper,Corporate,14,4.28,59.92,28.56,31.36,52.34
ORD-05887,2022-12-15,2022,Q4,12,December,Europe,France,Office Supplies,Pens,Consumer,11,21.44,235.84,89.54,146.3,62.03
ORD-08666,2022-12-15,2022,Q4,12,December,Europe,France,Electronics,Monitors,Home Office,10,109.68,1096.8,730.5,366.3,33.4
ORD-01207,2022-12-15,2022,Q4,12,December,North America,United States,Office Supplies,Envelopes,Corporate,2,4.64,9.28,3.94,5.34,57.54
ORD-01932,2022-12-16,2022,Q4,12,December,Asia Pacific,South Korea,Electronics,Monitors,Home Office,13,110.22,1432.86,804.96,627.9,43.82
ORD-04136,2022-12-16,2022,Q4,12,December,Europe,Germany,Electronics,Phones,Home Office,14,1201.64,16822.96,11270.98,5551.98,33.0
ORD-01628,2022-12-16,2022,Q4,12,December,North America,United States,Furniture,Storage,Consumer,13,100.03,1300.39,785.85,514.54,39.57
ORD-09590,2022-12-16,2022,Q4,12,December,North America,Mexico,Electronics,Tablets,Home Office,10,513.1,5131.0,3370.8,1760.2,34.31
ORD-05869,2022-12-16,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Binders,Consumer,4,38.79,155.16,72.92,82.24,53.0
ORD-00649,2022-12-16,2022,Q4,12,December,Europe,United Kingdom,Furniture,Chairs,Home Office,3,317.23,951.69,542.28,409.41,43.02
ORD-00710,2022-12-16,2022,Q4,12,December,North America,Mexico,Electronics,Phones,Home Office,2,396.21,792.42,438.7,353.72,44.64
ORD-07248,2022-12-16,2022,Q4,12,December,Asia Pacific,South Korea,Furniture,Chairs,Home Office,6,771.61,4629.66,2860.68,1768.98,38.21
ORD-08005,2022-12-16,2022,Q4,12,December,Europe,Spain,Furniture,Chairs,Consumer,3,287.54,862.62,511.77,350.85,40.67
ORD-01958,2022-12-17,2022,Q4,12,December,Europe,Italy,Electronics,Laptops,Consumer,2,1011.22,2022.44,1286.7,735.74,36.38
ORD-09790,2022-12-17,2022,Q4,12,December,Europe,Germany,Electronics,Accessories,Home Office,4,1110.47,4441.88,2595.96,1845.92,41.56
ORD-06310,2022-12-17,2022,Q4,12,December,Asia Pacific,Australia,Office Supplies,Binders,Consumer,3,46.01,138.03,66.18,71.85,52.05
ORD-03968,2022-12-17,2022,Q4,12,December,Latin America,Colombia,Electronics,Accessories,Corporate,14,1218.66,17061.24,11543.7,5517.54,32.34
ORD-07571,2022-12-17,2022,Q4,12,December,Latin America,Brazil,Electronics,Laptops,Consumer,10,796.78,7967.8,5333.4,2634.4,33.06
ORD-03611,2022-12-17,2022,Q4,12,December,North America,United States,Furniture,Storage,Corporate,6,446.8,2680.8,1390.08,1290.72,48.15
ORD-05886,2022-12-17,2022,Q4,12,December,North America,United States,Office Supplies,Pens,Consumer,7,29.03,203.21,111.58,91.63,45.09
ORD-09519,2022-12-17,2022,Q4,12,December,Latin America,Chile,Furniture,Bookcases,Consumer,7,132.34,926.38,529.06,397.32,42.89
ORD-07364,2022-12-18,2022,Q4,12,December,Europe,Germany,Office Supplies,Paper,Consumer,14,17.93,251.02,116.34,134.68,53.65
ORD-06175,2022-12-18,2022,Q4,12,December,North America,Mexico,Electronics,Tablets,Home Office,3,566.62,1699.86,1121.43,578.43,34.03
ORD-05373,2022-12-18,2022,Q4,12,December,Asia Pacific,South Korea,Furniture,Bookcases,Consumer,12,616.15,7393.8,3779.28,3614.52,48.89
ORD-04931,2022-12-18,2022,Q4,12,December,Europe,Spain,Office Supplies,Pens,Consumer,7,65.03,455.21,229.88,225.33,49.5
ORD-09247,2022-12-19,2022,Q4,12,December,North America,United States,Furniture,Tables,Consumer,8,54.55,436.4,228.96,207.44,47.53
ORD-01692,2022-12-19,2022,Q4,12,December,Asia Pacific,South Korea,Furniture,Storage,Corporate,1,205.78,205.78,115.85,89.93,43.7
ORD-09245,2022-12-19,2022,Q4,12,December,Europe,Spain,Clothing,Shoes,Corporate,4,224.03,896.12,512.56,383.56,42.8
ORD-05819,2022-12-19,2022,Q4,12,December,Europe,Spain,Electronics,Monitors,Consumer,10,327.74,3277.4,1911.8,1365.6,41.67
ORD-07577,2022-12-19,2022,Q4,12,December,Latin America,Argentina,Clothing,Jackets,Home Office,11,86.93,956.23,397.21,559.02,58.46
ORD-02285,2022-12-19,2022,Q4,12,December,Europe,Spain,Electronics,Monitors,Consumer,1,276.04,276.04,186.41,89.63,32.47
ORD-01215,2022-12-19,2022,Q4,12,December,Europe,Italy,Office Supplies,Paper,Consumer,9,39.39,354.51,130.77,223.74,63.11
ORD-08783,2022-12-19,2022,Q4,12,December,Europe,United Kingdom,Office Supplies,Binders,Consumer,10,25.51,255.1,101.4,153.7,60.25
ORD-05486,2022-12-19,2022,Q4,12,December,Latin America,Brazil,Clothing,Jackets,Corporate,14,211.97,2967.58,1516.9,1450.68,48.88
ORD-06986,2022-12-19,2022,Q4,12,December,Latin America,Brazil,Clothing,Shoes,Corporate,9,68.55,616.95,299.61,317.34,51.44
ORD-01424,2022-12-19,2022,Q4,12,December,Europe,Spain,Clothing,Pants,Consumer,3,112.38,337.14,177.09,160.05,47.47
ORD-06755,2022-12-20,2022,Q4,12,December,North America,United States,Electronics,Laptops,Consumer,14,179.64,2514.96,1694.28,820.68,32.63
ORD-07211,2022-12-20,2022,Q4,12,December,Asia Pacific,Australia,Furniture,Tables,Home Office,11,194.03,2134.33,1078.44,1055.89,49.47
ORD-01715,2022-12-20,2022,Q4,12,December,North America,United States,Furniture,Tables,Home Office,7,74.9,524.3,283.78,240.52,45.87
ORD-03010,2022-12-20,2022,Q4,12,December,Asia Pacific,Australia,Electronics,Accessories,Consumer,3,431.24,1293.72,790.29,503.43,38.91
ORD-02753,2022-12-20,2022,Q4,12,December,Asia Pacific,Japan,Electronics,Laptops,Consumer,7,913.42,6393.94,3945.06,2448.88,38.3
ORD-05800,2022-12-21,2022,Q4,12,December,Europe,United Kingdom,Electronics,Monitors,Home Office,11,736.26,8098.86,5533.77,2565.09,31.67
ORD-09817,2022-12-21,2022,Q4,12,December,Asia Pacific,Japan,Electronics,Tablets,Corporate,8,405.34,3242.72,2022.96,1219.76,37.62
ORD-04100,2022-12-21,2022,Q4,12,December,Latin America,Chile,Clothing,Pants,Corporate,1,135.28,135.28,56.23,79.05,58.43
ORD-09805,2022-12-21,2022,Q4,12,December,North America,Mexico,Electronics,Phones,Corporate,6,668.95,4013.7,2474.1,1539.6,38.36
ORD-07489,2022-12-21,2022,Q4,12,December,North America,Mexico,Office Supplies,Labels,Home Office,7,61.4,429.8,192.22,237.58,55.28
ORD-07611,2022-12-22,2022,Q4,12,December,Latin America,Colombia,Office Supplies,Pens,Consumer,12,13.45,161.4,66.36,95.04,58.88
ORD-00848,2022-12-22,2022,Q4,12,December,Europe,United Kingdom,Electronics,Monitors,Consumer,7,714.35,5000.45,2780.19,2220.26,44.4
ORD-02121,2022-12-22,2022,Q4,12,December,North America,Canada,Clothing,Shirts,Home Office,4,131.33,525.32,267.52,257.8,49.07
ORD-01221,2022-12-22,2022,Q4,12,December,Europe,Germany,Furniture,Desks,Consumer,11,340.66,3747.26,2382.05,1365.21,36.43
ORD-09625,2022-12-22,2022,Q4,12,December,Europe,Germany,Furniture,Storage,Consumer,6,385.85,2315.1,1254.66,1060.44,45.81
ORD-01236,2022-12-22,2022,Q4,12,December,North America,United States,Clothing,Pants,Home Office,7,192.01,1344.07,719.95,624.12,46.44
ORD-07015,2022-12-22,2022,Q4,12,December,Asia Pacific,India,Electronics,Phones,Consumer,11,802.54,8827.94,5566.77,3261.17,36.94
ORD-06331,2022-12-22,2022,Q4,12,December,Asia Pacific,India,Furniture,Bookcases,Corporate,3,424.05,1272.15,759.9,512.25,40.27
ORD-07239,2022-12-22,2022,Q4,12,December,North America,United States,Furniture,Storage,Corporate,11,237.78,2615.58,1629.54,986.04,37.7
ORD-07121,2022-12-22,2022,Q4,12,December,North America,Canada,Electronics,Monitors,Consumer,10,164.46,1644.6,945.1,699.5,42.53
ORD-02823,2022-12-22,2022,Q4,12,December,North America,Canada,Office Supplies,Envelopes,Consumer,3,21.3,63.9,23.37,40.53,63.43
ORD-08409,2022-12-22,2022,Q4,12,December,North America,United States,Office Supplies,Pens,Home Office,11,41.58,457.38,168.08,289.3,63.25
ORD-06302,2022-12-22,2022,Q4,12,December,Asia Pacific,South Korea,Electronics,Laptops,Consumer,7,79.47,556.29,306.6,249.69,44.88
ORD-06875,2022-12-23,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Paper,Corporate,14,31.5,441.0,189.84,251.16,56.95
ORD-09884,2022-12-23,2022,Q4,12,December,Asia Pacific,China,Furniture,Tables,Corporate,6,400.57,2403.42,1232.64,1170.78,48.71
ORD-05280,2022-12-23,2022,Q4,12,December,North America,United States,Office Supplies,Pens,Home Office,6,31.51,189.06,78.72,110.34,58.36
ORD-07729,2022-12-23,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Labels,Corporate,8,30.14,241.12,132.32,108.8,45.12
ORD-06769,2022-12-23,2022,Q4,12,December,Asia Pacific,South Korea,Office Supplies,Envelopes,Consumer,14,7.09,99.26,39.48,59.78,60.23
ORD-06071,2022-12-23,2022,Q4,12,December,Asia Pacific,South Korea,Office Supplies,Pens,Consumer,11,18.96,208.56,78.1,130.46,62.55
ORD-05483,2022-12-23,2022,Q4,12,December,North America,United States,Electronics,Tablets,Consumer,9,1025.46,9229.14,6193.08,3036.06,32.9
ORD-00357,2022-12-23,2022,Q4,12,December,Asia Pacific,India,Clothing,Pants,Consumer,2,224.62,449.24,249.0,200.24,44.57
ORD-02942,2022-12-23,2022,Q4,12,December,Europe,United Kingdom,Electronics,Monitors,Consumer,1,234.7,234.7,145.2,89.5,38.13
ORD-04516,2022-12-24,2022,Q4,12,December,North America,Canada,Clothing,Pants,Consumer,8,42.45,339.6,162.0,177.6,52.3
ORD-00502,2022-12-24,2022,Q4,12,December,North America,United States,Clothing,Shoes,Consumer,13,89.3,1160.9,673.53,487.37,41.98
ORD-02708,2022-12-24,2022,Q4,12,December,North America,United States,Office Supplies,Envelopes,Corporate,14,73.68,1031.52,459.2,572.32,55.48
ORD-05959,2022-12-24,2022,Q4,12,December,North America,Canada,Furniture,Chairs,Home Office,14,263.3,3686.2,2199.68,1486.52,40.33
ORD-06939,2022-12-25,2022,Q4,12,December,Latin America,Colombia,Electronics,Accessories,Consumer,12,648.99,7787.88,5037.72,2750.16,35.31
ORD-02606,2022-12-25,2022,Q4,12,December,Asia Pacific,India,Furniture,Bookcases,Home Office,6,417.08,2502.48,1429.8,1072.68,42.86
ORD-07636,2022-12-25,2022,Q4,12,December,North America,United States,Furniture,Chairs,Consumer,12,284.27,3411.24,1863.36,1547.88,45.38
ORD-07561,2022-12-25,2022,Q4,12,December,North America,United States,Office Supplies,Labels,Consumer,1,5.67,5.67,2.47,3.2,56.44
ORD-08148,2022-12-25,2022,Q4,12,December,Latin America,Chile,Furniture,Tables,Corporate,11,129.83,1428.13,872.63,555.5,38.9
ORD-04481,2022-12-25,2022,Q4,12,December,North America,United States,Electronics,Tablets,Consumer,9,1043.27,9389.43,5272.74,4116.69,43.84
ORD-09860,2022-12-26,2022,Q4,12,December,Europe,Germany,Electronics,Laptops,Consumer,2,443.25,886.5,580.16,306.34,34.56
ORD-01241,2022-12-26,2022,Q4,12,December,Europe,Germany,Office Supplies,Binders,Corporate,11,12.51,137.61,50.27,87.34,63.47
ORD-08671,2022-12-26,2022,Q4,12,December,Europe,Germany,Clothing,Shoes,Consumer,13,179.9,2338.7,1063.14,1275.56,54.54
ORD-00623,2022-12-26,2022,Q4,12,December,Europe,Germany,Furniture,Tables,Consumer,5,154.58,772.9,399.05,373.85,48.37
ORD-04019,2022-12-26,2022,Q4,12,December,Europe,United Kingdom,Office Supplies,Pens,Corporate,1,45.26,45.26,19.19,26.07,57.6
ORD-02540,2022-12-26,2022,Q4,12,December,Asia Pacific,South Korea,Electronics,Accessories,Home Office,6,130.56,783.36,478.68,304.68,38.89
ORD-01937,2022-12-26,2022,Q4,12,December,North America,Mexico,Office Supplies,Binders,Consumer,5,78.88,394.4,142.4,252.0,63.89
ORD-03744,2022-12-26,2022,Q4,12,December,Latin America,Colombia,Electronics,Tablets,Home Office,13,1313.9,17080.7,10472.67,6608.03,38.69
ORD-09677,2022-12-26,2022,Q4,12,December,Europe,United Kingdom,Furniture,Tables,Consumer,12,675.48,8105.76,4334.4,3771.36,46.53
ORD-02913,2022-12-27,2022,Q4,12,December,Europe,Italy,Office Supplies,Labels,Home Office,5,41.92,209.6,109.95,99.65,47.54
ORD-03195,2022-12-27,2022,Q4,12,December,North America,Canada,Office Supplies,Pens,Home Office,5,77.21,386.05,156.45,229.6,59.47
ORD-01753,2022-12-27,2022,Q4,12,December,North America,Canada,Furniture,Tables,Home Office,10,442.05,4420.5,2417.9,2002.6,45.3
